Date,Price,Open,High,Low,Vol,Change %
2/8/2021,"24,200.00","25,400.00","25,400.00","23,000.00",347.22K,-4.72%
2/5/2021,"25,400.00","25,600.00","25,800.00","25,200.00",265.25K,-0.39%
2/4/2021,"25,500.00","24,600.00","26,000.00","24,500.00",628.01K,4.08%
2/3/2021,"24,500.00","24,000.00","24,800.00","23,500.00",383.83K,4.26%
2/2/2021,"23,500.00","22,200.00","23,500.00","22,000.00",297.34K,4.91%
2/1/2021,"22,400.00","23,900.00","24,200.00","22,200.00",315.98K,-6.28%
1/29/2021,"23,900.00","19,900.00","24,300.00","19,900.00",515.44K,8.14%
1/28/2021,"22,100.00","22,100.00","24,500.00","22,100.00",958.44K,-9.80%
1/27/2021,"24,500.00","27,200.00","27,200.00","24,500.00",685.98K,-9.93%
1/26/2021,"27,200.00","28,100.00","28,300.00","26,500.00",293.71K,-4.23%
1/25/2021,"28,400.00","29,000.00","29,000.00","28,000.00",331.22K,-2.07%
1/22/2021,"29,000.00","29,500.00","29,500.00","28,900.00",407.44K,-0.34%
1/21/2021,"29,100.00","28,500.00","29,100.00","28,400.00",308.35K,2.46%
1/20/2021,"28,400.00","27,800.00","28,600.00","26,000.00",618.25K,2.53%
1/19/2021,"27,700.00","30,300.00","30,800.00","27,500.00",988.80K,-9.18%
1/18/2021,"30,500.00","30,900.00","31,200.00","30,300.00",336.74K,-1.61%
1/15/2021,"31,000.00","30,800.00","31,700.00","30,500.00",511.51K,1.31%
1/14/2021,"30,600.00","30,900.00","30,900.00","29,900.00",384.75K,-0.97%
1/13/2021,"30,900.00","31,700.00","31,700.00","30,600.00",363.10K,-1.28%
1/12/2021,"31,300.00","30,500.00","32,000.00","30,000.00",938.87K,3.30%
1/11/2021,"30,300.00","30,100.00","30,800.00","30,000.00",672.93K,1.00%
1/8/2021,"30,000.00","29,600.00","30,400.00","29,000.00",738.43K,1.69%
1/7/2021,"29,500.00","29,800.00","29,800.00","29,200.00",527.91K,-1.01%
1/6/2021,"29,800.00","30,400.00","30,700.00","29,500.00",492.23K,-1.97%
1/5/2021,"30,400.00","29,800.00","31,300.00","29,300.00",590.05K,2.01%
1/4/2021,"29,800.00","29,400.00","30,000.00","29,400.00",478.53K,2.76%
12/31/2020,"29,000.00","29,200.00","29,200.00","28,400.00",488.82K,-0.68%
12/30/2020,"29,200.00","29,800.00","29,800.00","28,900.00",340.65K,-2.01%
12/29/2020,"29,800.00","28,600.00","31,000.00","28,600.00",816.42K,4.20%
12/28/2020,"28,600.00","26,000.00","28,600.00","26,000.00",2.23M,10.00%
12/25/2020,"26,000.00","25,800.00","26,300.00","25,400.00",372.69K,0.78%
12/24/2020,"25,800.00","25,900.00","26,200.00","25,200.00",460.94K,-0.39%
12/23/2020,"25,900.00","26,400.00","26,800.00","25,700.00",399.43K,-1.89%
12/22/2020,"26,400.00","25,000.00","26,800.00","25,000.00",1.10M,3.53%
12/21/2020,"25,500.00","25,300.00","25,500.00","25,000.00",539.07K,0.00%
12/18/2020,"25,500.00","25,300.00","25,600.00","25,000.00",327.07K,0.79%
12/17/2020,"25,300.00","26,300.00","26,400.00","25,000.00",489.48K,-2.69%
12/16/2020,"26,000.00","26,500.00","26,500.00","25,800.00",379.19K,-2.62%
12/15/2020,"26,700.00","26,600.00","27,300.00","26,600.00",523.04K,0.75%
12/14/2020,"26,500.00","26,500.00","26,800.00","26,200.00",553.17K,0.38%
12/11/2020,"26,400.00","26,200.00","26,400.00","25,800.00",369.99K,0.76%
12/10/2020,"26,200.00","26,900.00","27,100.00","26,100.00",867.35K,-2.24%
12/9/2020,"26,800.00","26,700.00","26,900.00","26,600.00",342.22K,-0.37%
12/8/2020,"26,900.00","27,000.00","27,300.00","26,600.00",384.02K,-0.74%
12/7/2020,"27,100.00","26,000.00","27,300.00","25,800.00",1.07M,5.04%
12/4/2020,"25,800.00","26,500.00","26,500.00","25,700.00",568.34K,-1.53%
12/3/2020,"26,200.00","26,100.00","26,600.00","25,600.00",790.67K,0.38%
12/2/2020,"26,100.00","25,600.00","26,400.00","25,500.00",517.75K,1.95%
12/1/2020,"25,600.00","24,100.00","25,800.00","24,000.00",558.51K,3.64%
11/30/2020,"24,700.00","25,600.00","25,600.00","24,600.00",656.50K,-2.37%
11/27/2020,"25,300.00","25,200.00","25,700.00","25,000.00",567.84K,-0.78%
11/26/2020,"25,500.00","25,900.00","26,100.00","25,400.00",431.01K,-1.54%
11/25/2020,"25,900.00","26,100.00","26,500.00","25,800.00",353.30K,-0.77%
11/24/2020,"26,100.00","25,900.00","26,600.00","25,600.00",705.38K,1.16%
11/23/2020,"25,800.00","26,100.00","26,100.00","25,600.00",337.89K,-1.15%
11/20/2020,"26,100.00","26,000.00","26,300.00","25,800.00",454.81K,0.38%
11/19/2020,"26,000.00","25,900.00","26,500.00","25,600.00",379.35K,0.39%
11/18/2020,"25,900.00","26,000.00","26,200.00","25,400.00",374.04K,0.39%
11/17/2020,"25,800.00","24,400.00","26,100.00","24,100.00",925.34K,6.61%
11/16/2020,"24,200.00","24,800.00","24,800.00","24,100.00",472.38K,-2.42%
11/13/2020,"24,800.00","24,100.00","24,900.00","24,100.00",582.84K,2.90%
11/12/2020,"24,100.00","24,700.00","24,700.00","23,900.00",404.18K,-1.63%
11/11/2020,"24,500.00","24,800.00","25,200.00","24,000.00",576.00K,0.00%
11/10/2020,"24,500.00","24,200.00","25,000.00","23,700.00",986.01K,2.08%
11/9/2020,"24,000.00","24,000.00","24,500.00","23,500.00",711.46K,1.69%
11/6/2020,"23,600.00","22,600.00","23,900.00","22,300.00",892.04K,4.42%
11/5/2020,"22,600.00","22,800.00","22,800.00","22,400.00",260.60K,-0.88%
11/4/2020,"22,800.00","22,400.00","22,900.00","22,400.00",837.66K,1.79%
11/3/2020,"22,400.00","21,300.00","22,900.00","21,100.00",1.04M,6.16%
11/2/2020,"21,100.00","21,400.00","21,400.00","20,900.00",185.94K,-0.94%
10/30/2020,"21,300.00","21,300.00","21,600.00","21,100.00",176.34K,0.47%
10/29/2020,"21,200.00","20,500.00","21,500.00","20,500.00",291.66K,1.92%
10/28/2020,"20,800.00","20,500.00","21,700.00","20,100.00",554.53K,1.46%
10/27/2020,"20,500.00","20,800.00","20,900.00","20,500.00",253.18K,-1.44%
10/26/2020,"20,800.00","21,200.00","21,200.00","20,700.00",245.54K,-1.89%
10/23/2020,"21,200.00","20,900.00","21,400.00","20,800.00",341.14K,1.92%
10/22/2020,"20,800.00","20,800.00","20,800.00","20,400.00",170.41K,0.00%
10/21/2020,"20,800.00","20,900.00","21,000.00","20,600.00",317.10K,0.00%
10/20/2020,"20,800.00","21,200.00","21,200.00","20,800.00",201.01K,-2.35%
10/19/2020,"21,300.00","21,400.00","21,500.00","21,100.00",389.29K,0.00%
10/16/2020,"21,300.00","20,200.00","21,300.00","19,900.00",495.42K,4.93%
10/15/2020,"20,300.00","21,000.00","21,100.00","20,200.00",584.83K,-3.33%
10/14/2020,"21,000.00","21,000.00","21,300.00","20,900.00",288.17K,-0.47%
10/13/2020,"21,100.00","21,700.00","21,700.00","20,800.00",807.72K,-3.21%
10/12/2020,"21,800.00","22,300.00","22,500.00","20,300.00",467.49K,-2.68%
10/9/2020,"22,400.00","22,400.00","22,700.00","22,300.00",279.86K,0.00%
10/8/2020,"22,400.00","22,900.00","23,000.00","22,200.00",674.10K,-2.18%
10/7/2020,"22,900.00","23,200.00","23,200.00","22,800.00",414.64K,-1.29%
10/6/2020,"23,200.00","23,500.00","23,800.00","23,200.00",425.12K,-0.85%
10/5/2020,"23,400.00","23,300.00","23,600.00","23,200.00",402.50K,0.43%
10/2/2020,"23,300.00","23,300.00","23,800.00","22,400.00",687.25K,0.43%
10/1/2020,"23,200.00","22,900.00","23,400.00","22,800.00",461.89K,2.20%
9/30/2020,"22,700.00","22,000.00","22,900.00","22,000.00",465.05K,0.89%
9/29/2020,"22,500.00","23,300.00","23,400.00","22,500.00",501.60K,-3.02%
9/28/2020,"23,200.00","23,100.00","23,500.00","22,900.00",304.35K,1.31%
9/25/2020,"22,900.00","22,700.00","23,500.00","22,700.00",336.09K,0.88%
9/24/2020,"22,700.00","22,800.00","22,900.00","22,500.00",303.72K,-0.44%
9/23/2020,"22,800.00","22,800.00","23,000.00","22,700.00",299.31K,0.00%
9/22/2020,"22,800.00","23,100.00","23,300.00","22,600.00",621.89K,-1.30%
9/21/2020,"23,100.00","23,300.00","24,200.00","23,100.00",540.94K,0.00%
9/18/2020,"23,100.00","23,000.00","23,300.00","23,000.00",276.10K,0.00%
9/17/2020,"23,100.00","22,700.00","23,300.00","22,500.00",633.13K,1.76%
9/16/2020,"22,700.00","22,700.00","23,100.00","22,500.00",390.28K,0.00%
9/15/2020,"22,700.00","23,100.00","23,100.00","22,700.00",462.25K,-1.73%
9/14/2020,"23,100.00","21,200.00","23,300.00","21,200.00",1.68M,8.96%
9/11/2020,"21,200.00","21,000.00","21,200.00","20,600.00",196.48K,0.95%
9/10/2020,"21,000.00","21,300.00","21,500.00","20,900.00",455.22K,-1.41%
9/9/2020,"21,300.00","20,700.00","21,500.00","20,400.00",514.39K,1.43%
9/8/2020,"21,000.00","20,500.00","21,200.00","20,500.00",314.68K,2.44%
9/7/2020,"20,500.00","21,000.00","21,000.00","20,400.00",505.34K,-2.38%
9/4/2020,"21,000.00","20,600.00","21,200.00","20,400.00",461.30K,-0.94%
9/3/2020,"21,200.00","21,200.00","21,600.00","20,700.00",591.26K,0.00%
9/1/2020,"21,200.00","20,200.00","21,200.00","20,100.00",351.01K,3.92%
8/31/2020,"20,400.00","20,600.00","20,700.00","19,600.00",746.12K,-0.97%
8/28/2020,"20,600.00","21,100.00","21,200.00","20,600.00",573.03K,-2.37%
8/27/2020,"21,100.00","20,900.00","21,300.00","20,700.00",564.81K,0.96%
8/26/2020,"20,900.00","21,100.00","21,700.00","20,700.00",686.86K,-0.95%
8/25/2020,"21,100.00","20,400.00","21,700.00","20,100.00",765.11K,3.43%
8/24/2020,"20,400.00","19,700.00","20,500.00","19,700.00",714.12K,5.15%
8/21/2020,"19,400.00","19,100.00","19,800.00","19,000.00",431.60K,1.57%
8/20/2020,"19,100.00","19,000.00","19,300.00","18,800.00",497.01K,-1.04%
8/19/2020,"19,300.00","18,700.00","19,400.00","18,600.00",496.02K,3.21%
8/18/2020,"18,700.00","18,900.00","19,400.00","18,600.00",376.27K,-1.06%
8/17/2020,"18,900.00","17,600.00","18,900.00","17,300.00",831.98K,7.39%
8/14/2020,"17,600.00","18,000.00","18,000.00","17,300.00",567.47K,-2.22%
8/13/2020,"18,000.00","18,000.00","18,200.00","17,800.00",239.86K,0.00%
8/12/2020,"18,000.00","17,200.00","18,200.00","16,900.00",864.44K,5.88%
8/11/2020,"17,000.00","17,400.00","17,400.00","16,900.00",583.17K,-2.30%
8/10/2020,"17,400.00","17,400.00","17,800.00","17,400.00",469.14K,0.58%
8/7/2020,"17,300.00","17,000.00","17,400.00","17,000.00",625.84K,1.76%
8/6/2020,"17,000.00","16,500.00","17,500.00","16,400.00",796.97K,2.41%
8/5/2020,"16,600.00","15,700.00","16,700.00","15,600.00",811.20K,5.73%
8/4/2020,"15,700.00","15,800.00","16,200.00","15,500.00",378.33K,-0.63%
8/3/2020,"15,800.00","14,500.00","15,900.00","14,500.00",355.77K,8.22%
7/31/2020,"14,600.00","14,300.00","14,800.00","14,100.00",121.99K,0.00%
7/30/2020,"14,600.00","14,200.00","14,700.00","14,100.00",147.79K,2.10%
7/29/2020,"14,300.00","14,300.00","14,400.00","13,700.00",221.32K,0.00%
7/28/2020,"14,300.00","13,400.00","14,400.00","13,400.00",243.93K,4.38%
7/27/2020,"13,700.00","14,400.00","14,400.00","13,200.00",456.71K,-6.16%
7/24/2020,"14,600.00","15,300.00","15,300.00","13,900.00",287.83K,-4.58%
7/23/2020,"15,300.00","15,300.00","15,400.00","15,000.00",123.43K,0.00%
7/22/2020,"15,300.00","15,500.00","15,700.00","15,300.00",171.06K,-1.92%
7/21/2020,"15,600.00","15,700.00","15,800.00","15,500.00",87.70K,-0.64%
7/20/2020,"15,700.00","15,800.00","15,800.00","15,600.00",203.38K,-0.63%
7/17/2020,"15,800.00","15,200.00","15,900.00","15,200.00",311.79K,3.27%
7/16/2020,"15,300.00","15,700.00","15,700.00","15,300.00",175.05K,-2.55%
7/15/2020,"15,700.00","15,900.00","16,800.00","15,500.00",165.34K,-7.10%
7/14/2020,"16,900.00","16,900.00","17,000.00","16,700.00",182.69K,0.00%
7/13/2020,"16,900.00","17,000.00","17,100.00","16,800.00",213.19K,-0.59%
7/10/2020,"17,000.00","17,000.00","17,100.00","16,800.00",245.73K,0.00%
7/9/2020,"17,000.00","16,800.00","17,100.00","16,700.00",432.97K,1.19%
7/8/2020,"16,800.00","16,600.00","16,900.00","16,400.00",364.74K,3.70%
7/7/2020,"16,200.00","16,600.00","16,800.00","16,200.00",213.37K,-2.41%
7/6/2020,"16,600.00","16,500.00","16,800.00","16,300.00",230.84K,1.22%
7/3/2020,"16,400.00","15,400.00","16,500.00","15,400.00",468.81K,7.19%
7/2/2020,"15,300.00","15,400.00","15,400.00","15,100.00",99.15K,0.66%
7/1/2020,"15,200.00","14,900.00","15,200.00","14,600.00",70.90K,2.01%
6/30/2020,"14,900.00","15,000.00","15,300.00","14,700.00",110.28K,0.00%
6/29/2020,"14,900.00","15,000.00","15,400.00","14,900.00",104.62K,-1.97%
6/26/2020,"15,200.00","15,300.00","15,600.00","15,200.00",155.81K,0.00%
6/25/2020,"15,200.00","15,200.00","15,400.00","14,800.00",115.82K,-1.30%
6/24/2020,"15,400.00","15,600.00","15,800.00","15,200.00",104.01K,-1.28%
6/23/2020,"15,600.00","15,300.00","16,000.00","15,300.00",187.85K,1.96%
6/22/2020,"15,300.00","15,400.00","15,500.00","15,200.00",94.93K,0.66%
6/19/2020,"15,200.00","15,100.00","15,300.00","15,000.00",113.53K,0.66%
6/18/2020,"15,100.00","15,100.00","15,200.00","14,900.00",85.93K,-0.66%
6/17/2020,"15,200.00","15,300.00","15,600.00","15,200.00",66.18K,0.00%
6/16/2020,"15,200.00","14,500.00","15,400.00","14,500.00",66.18K,4.83%
6/15/2020,"14,500.00","15,500.00","15,500.00","14,400.00",334.93K,-6.45%
6/12/2020,"15,500.00","15,300.00","15,500.00","14,400.00",344.77K,0.00%
6/11/2020,"15,500.00","16,600.00","16,600.00","15,500.00",341.56K,-6.63%
6/10/2020,"16,600.00","16,600.00","16,700.00","16,300.00",250.64K,0.00%
6/9/2020,"16,600.00","16,800.00","16,800.00","16,500.00",322.70K,-1.19%
6/8/2020,"16,800.00","16,700.00","17,000.00","16,600.00",535.64K,0.60%
6/5/2020,"16,700.00","16,800.00","16,900.00","16,500.00",156.22K,-0.60%
6/4/2020,"16,800.00","16,400.00","17,100.00","16,400.00",337.93K,3.70%
6/3/2020,"16,200.00","16,400.00","16,400.00","15,800.00",478.23K,-1.22%
6/2/2020,"16,400.00","17,000.00","17,000.00","16,400.00",569.11K,-3.53%
6/1/2020,"17,000.00","17,100.00","17,300.00","16,900.00",284.05K,-0.58%
5/29/2020,"17,100.00","16,800.00","17,200.00","16,600.00",311.20K,1.79%
5/28/2020,"16,800.00","17,100.00","17,300.00","16,800.00",371.29K,-1.75%
5/27/2020,"17,100.00","17,200.00","17,800.00","17,100.00",718.76K,-0.58%
5/26/2020,"17,200.00","17,400.00","17,400.00","17,000.00",337.06K,-1.15%
5/25/2020,"17,400.00","17,500.00","17,500.00","16,900.00",632.17K,1.75%
5/22/2020,"17,100.00","17,500.00","17,700.00","17,100.00",574.58K,-0.58%
5/21/2020,"17,200.00","17,300.00","17,800.00","17,200.00",362.54K,-2.82%
5/20/2020,"17,700.00","17,500.00","18,000.00","17,200.00",484.00K,1.14%
5/19/2020,"17,500.00","17,800.00","18,300.00","17,100.00",787.23K,0.00%
5/18/2020,"17,500.00","16,500.00","17,500.00","16,400.00",727.13K,6.06%
5/15/2020,"16,500.00","16,300.00","16,800.00","16,300.00",384.12K,1.23%
5/14/2020,"16,300.00","16,200.00","17,400.00","16,000.00",732.88K,0.62%
5/13/2020,"16,200.00","16,500.00","16,700.00","16,000.00",413.12K,-1.82%
5/12/2020,"16,500.00","16,200.00","16,500.00","15,500.00",478.15K,1.85%
5/11/2020,"16,200.00","16,500.00","16,500.00","16,100.00",231.53K,-0.61%
5/8/2020,"16,300.00","16,500.00","17,300.00","16,200.00",739.99K,-1.81%
5/7/2020,"16,600.00","16,400.00","16,700.00","16,200.00",470.43K,3.11%
5/6/2020,"16,100.00","16,200.00","16,300.00","15,800.00",627.00K,-1.23%
5/5/2020,"16,300.00","16,000.00","16,300.00","15,900.00",260.61K,0.00%
5/4/2020,"16,300.00","16,000.00","16,900.00","16,000.00",368.93K,-4.12%
4/29/2020,"17,000.00","15,500.00","17,000.00","14,700.00",1.31M,9.68%
4/28/2020,"15,500.00","16,000.00","16,000.00","15,400.00",293.01K,-2.52%
4/27/2020,"15,900.00","15,800.00","16,400.00","15,500.00",314.48K,0.63%
4/24/2020,"15,800.00","16,300.00","16,300.00","15,700.00",401.03K,-3.66%
4/23/2020,"16,400.00","15,500.00","17,000.00","15,500.00",687.06K,1.23%
4/22/2020,"16,200.00","15,000.00","16,300.00","14,700.00",803.67K,4.52%
4/21/2020,"15,500.00","16,500.00","16,800.00","15,300.00",856.18K,-1.27%
4/20/2020,"15,700.00","15,700.00","15,700.00","14,800.00",1.09M,9.79%
4/17/2020,"14,300.00","13,000.00","14,300.00","13,000.00",832.11K,10.00%
4/16/2020,"13,000.00","13,000.00","13,100.00","12,600.00",169.86K,0.00%
4/15/2020,"13,000.00","12,700.00","13,100.00","12,700.00",292.08K,1.56%
4/14/2020,"12,800.00","12,800.00","12,900.00","12,700.00",28.74K,0.00%
4/13/2020,"12,800.00","12,800.00","13,000.00","12,400.00",49.98K,4.07%
4/10/2020,"12,300.00","12,900.00","13,000.00","12,000.00",14.09K,1.65%
4/9/2020,"12,100.00","11,900.00","12,100.00","11,900.00",84.88K,3.42%
4/8/2020,"11,700.00","11,800.00","11,900.00","11,600.00",50.12K,-0.85%
4/7/2020,"11,800.00","12,000.00","12,000.00","11,600.00",41.32K,0.85%
4/6/2020,"11,700.00","11,500.00","11,800.00","11,500.00",56.08K,3.54%
4/3/2020,"11,300.00","12,200.00","12,200.00","11,200.00",43.90K,1.80%
4/1/2020,"11,100.00","10,900.00","11,100.00","10,900.00",33.00K,0.91%
3/31/2020,"11,000.00","11,600.00","11,600.00","10,900.00",12.39K,0.92%
3/30/2020,"10,900.00","11,000.00","11,000.00","10,800.00",69.20K,-1.80%
3/27/2020,"11,100.00","10,600.00","11,200.00","10,500.00",98.92K,2.78%
3/26/2020,"10,800.00","11,300.00","11,300.00","10,800.00",52.50K,-5.26%
3/25/2020,"11,400.00","11,100.00","11,400.00","11,100.00",19.35K,2.70%
3/24/2020,"11,100.00","11,300.00","11,300.00","10,900.00",30.30K,1.83%
3/23/2020,"10,900.00","11,900.00","11,900.00","10,600.00",201.80K,-5.22%
3/20/2020,"11,500.00","11,800.00","11,800.00","11,400.00",33.20K,0.00%
3/19/2020,"11,500.00","11,700.00","11,700.00","11,300.00",30.90K,-2.54%
3/18/2020,"11,800.00","11,900.00","11,900.00","11,600.00",63.26K,1.72%
3/17/2020,"11,600.00","11,000.00","11,900.00","10,900.00",29.20K,5.45%
3/16/2020,"11,000.00","11,000.00","11,200.00","10,900.00",62.90K,-2.65%
3/13/2020,"11,300.00","10,500.00","11,500.00","10,500.00",53.67K,0.00%
3/12/2020,"11,300.00","11,000.00","11,700.00","10,600.00",183.73K,-3.42%
3/11/2020,"11,700.00","12,000.00","12,000.00","11,600.00",32.88K,-2.50%
3/10/2020,"12,000.00","12,100.00","12,100.00","11,900.00",21.21K,8.11%
3/9/2020,"11,100.00","12,000.00","13,300.00","10,900.00",264.10K,-8.26%
3/5/2020,"12,100.00","12,100.00","12,300.00","12,100.00",24.63K,-0.82%
3/4/2020,"12,200.00","11,900.00","12,200.00","11,900.00",5.62K,0.00%
3/3/2020,"12,200.00","12,000.00","12,200.00","12,000.00",6.40K,-0.81%
3/2/2020,"12,300.00","12,000.00","12,400.00","12,000.00",3.00K,0.00%
2/28/2020,"12,300.00","11,900.00","12,400.00","11,900.00",5.80K,-0.81%
2/27/2020,"12,400.00","12,600.00","12,600.00","12,300.00",12.20K,0.81%
2/26/2020,"12,300.00","12,300.00","12,500.00","12,000.00",50.20K,2.50%
2/25/2020,"12,000.00","11,800.00","12,100.00","11,800.00",28.00K,1.69%
2/24/2020,"11,800.00","12,200.00","12,300.00","11,800.00",86.90K,-4.07%
2/21/2020,"12,300.00","12,200.00","12,300.00","12,200.00",27.30K,0.82%
2/20/2020,"12,200.00","11,600.00","12,200.00","11,500.00",76.10K,2.52%
2/19/2020,"11,900.00","11,600.00","11,900.00","11,600.00",26.30K,2.59%
2/18/2020,"11,600.00","11,600.00","11,700.00","11,500.00",62.50K,0.00%
2/17/2020,"11,600.00","11,600.00","11,600.00","11,600.00",12.42K,0.00%
2/14/2020,"11,600.00","11,700.00","11,700.00","11,600.00",13.40K,-0.85%
2/13/2020,"11,700.00","11,600.00","11,700.00","11,600.00",12.31K,0.00%
2/12/2020,"11,700.00","11,700.00","11,800.00","11,500.00",31.10K,0.00%
2/11/2020,"11,700.00","11,300.00","11,700.00","11,300.00",3.80K,0.86%
2/10/2020,"11,600.00","11,700.00","11,700.00","11,400.00",35.71K,0.00%
2/7/2020,"11,600.00","11,500.00","11,800.00","11,500.00",22.60K,-1.69%
2/6/2020,"11,800.00","11,700.00","11,800.00","11,700.00",14.50K,0.00%
2/5/2020,"11,800.00","11,600.00","11,800.00","11,200.00",394.80K,-0.84%
2/4/2020,"11,900.00","11,500.00","12,000.00","11,200.00",91.45K,6.25%
2/3/2020,"11,200.00","11,700.00","11,700.00","11,000.00",15.20K,-1.75%
1/31/2020,"11,400.00","12,500.00","12,500.00","11,400.00",52.91K,-3.39%
1/30/2020,"11,800.00","11,800.00","11,900.00","11,500.00",53.40K,0.00%
1/22/2020,"11,800.00","11,600.00","11,900.00","11,500.00",17.40K,2.61%
1/21/2020,"11,500.00","11,500.00","11,500.00","11,300.00",36.70K,0.00%
1/20/2020,"11,500.00","11,000.00","11,500.00","11,000.00",51.51K,4.55%
1/17/2020,"11,000.00","10,800.00","11,100.00","10,800.00",25.00K,1.85%
1/16/2020,"10,800.00","10,600.00","11,600.00","10,200.00",316.00K,1.89%
1/15/2020,"10,600.00","10,600.00","10,600.00","10,400.00",81.46K,0.00%
1/14/2020,"10,600.00","10,600.00","10,600.00","10,500.00",21.95K,0.00%
1/13/2020,"10,600.00","10,600.00","10,700.00","10,600.00",91.84K,0.00%
1/10/2020,"10,600.00","10,700.00","10,700.00","10,500.00",103.75K,-0.93%
1/9/2020,"10,700.00","11,200.00","11,200.00","10,700.00",76.70K,0.00%
1/8/2020,"10,700.00","11,200.00","11,200.00","10,600.00",82.50K,-4.46%
1/7/2020,"11,200.00","11,200.00","11,200.00","11,200.00",27.90K,0.00%
1/6/2020,"11,200.00","11,300.00","11,300.00","11,200.00",12.31K,-0.88%
1/3/2020,"11,300.00","11,300.00","11,400.00","11,200.00",45.71K,0.00%
1/2/2020,"11,300.00","11,800.00","11,800.00","11,100.00",53.51K,0.00%
12/31/2019,"11,300.00","11,200.00","11,300.00","11,000.00",31.26K,0.89%
12/30/2019,"11,200.00","11,200.00","11,200.00","11,000.00",12.62K,0.00%
12/27/2019,"11,200.00","11,100.00","11,200.00","11,100.00",11.74K,0.00%
12/26/2019,"11,200.00","11,000.00","11,200.00","11,000.00",24.20K,1.82%
12/25/2019,"11,000.00","10,900.00","11,000.00","10,900.00",18.14K,0.92%
12/24/2019,"10,900.00","11,000.00","11,000.00","10,700.00",26.70K,1.87%
12/23/2019,"10,700.00","10,800.00","10,900.00","10,700.00",71.60K,-2.73%
12/20/2019,"11,000.00","11,200.00","11,200.00","11,000.00",24.39K,-1.79%
12/19/2019,"11,200.00","11,000.00","11,200.00","11,000.00",24.40K,2.75%
12/18/2019,"10,900.00","10,900.00","11,100.00","10,700.00",195.31K,0.00%
12/17/2019,"10,900.00","11,200.00","11,400.00","10,800.00",50.56K,-2.68%
12/16/2019,"11,200.00","11,000.00","11,500.00","11,000.00",118.81K,4.67%
12/13/2019,"10,700.00","11,500.00","11,600.00","10,700.00",912.30K,-9.32%
12/12/2019,"11,800.00","11,600.00","11,800.00","11,400.00",73.69K,3.51%
12/11/2019,"11,400.00","11,900.00","11,900.00","11,100.00",53.49K,0.00%
12/10/2019,"11,400.00","13,200.00","13,600.00","11,400.00",419.10K,-9.52%
12/9/2019,"12,600.00","13,600.00","13,600.00","11,400.00",483.84K,0.00%
12/6/2019,"12,600.00","12,700.00","12,700.00","12,400.00",17.40K,-1.56%
12/5/2019,"12,800.00","12,900.00","12,900.00","12,800.00",7.10K,-0.78%
12/4/2019,"12,900.00","13,000.00","13,000.00","12,900.00",2.70K,-0.77%
12/3/2019,"13,000.00","13,200.00","13,400.00","13,000.00",2.92K,-2.26%
12/2/2019,"13,300.00","13,200.00","13,300.00","13,200.00",0.40K,-2.92%
11/29/2019,"13,700.00","13,800.00","13,800.00","13,300.00",1.30K,2.24%
11/28/2019,"13,400.00","13,800.00","13,800.00","13,400.00",1.05K,-0.74%
11/27/2019,"13,500.00","13,500.00","13,500.00","13,300.00",2.61K,-0.74%
11/26/2019,"13,600.00","13,300.00","13,600.00","13,300.00",23.21K,0.00%
11/25/2019,"13,600.00","13,600.00","13,600.00","13,600.00",1.11K,0.00%
11/21/2019,"13,600.00","13,600.00","13,600.00","13,300.00",0.30K,1.49%
11/20/2019,"13,400.00","13,400.00","13,400.00","13,400.00",2.20K,-0.74%
11/19/2019,"13,500.00","13,200.00","13,500.00","13,200.00",7.50K,0.75%
11/18/2019,"13,400.00","13,300.00","13,400.00","13,300.00",1.90K,-1.47%
11/15/2019,"13,600.00","13,700.00","13,700.00","13,100.00",3.92K,1.49%
11/14/2019,"13,400.00","13,800.00","13,800.00","13,400.00",0.25K,-1.47%
11/13/2019,"13,600.00","13,400.00","13,600.00","13,400.00",0.50K,1.49%
11/12/2019,"13,400.00","13,400.00","13,400.00","13,400.00",0.12K,-3.60%
11/11/2019,"13,900.00","13,600.00","13,900.00","13,600.00",0.20K,1.46%
11/7/2019,"13,700.00","13,700.00","13,700.00","13,700.00",0.10K,1.48%
11/6/2019,"13,500.00","13,500.00","13,500.00","13,500.00",2.60K,-1.46%
11/5/2019,"13,700.00","13,800.00","13,800.00","13,500.00",0.72K,-0.72%
11/4/2019,"13,800.00","13,800.00","13,800.00","13,800.00",0.10K,2.22%
11/1/2019,"13,500.00","13,700.00","13,700.00","13,500.00",3.10K,-2.88%
10/31/2019,"13,900.00","13,800.00","13,900.00","13,600.00",1.50K,0.72%
10/30/2019,"13,800.00","13,800.00","13,800.00","13,800.00",0.64K,0.73%
10/29/2019,"13,700.00","14,000.00","14,000.00","13,700.00",0.55K,0.00%
10/28/2019,"13,700.00","14,000.00","14,000.00","13,700.00",6.20K,-2.14%
10/23/2019,"14,000.00","14,000.00","14,000.00","14,000.00",1.20K,0.00%
10/22/2019,"14,000.00","13,800.00","14,000.00","13,700.00",2.96K,0.72%
10/18/2019,"13,900.00","14,000.00","14,000.00","13,900.00",7.70K,0.00%
10/17/2019,"13,900.00","13,900.00","13,900.00","13,900.00",4.60K,0.00%
10/16/2019,"13,900.00","14,000.00","14,000.00","13,900.00",1.40K,1.46%
10/15/2019,"13,700.00","13,700.00","13,700.00","13,700.00",0.90K,-2.14%
10/14/2019,"14,000.00","13,600.00","14,000.00","13,600.00",2.30K,0.00%
