Date,Price,Open,High,Low,Vol,Change %
2/13/2020,"58,058.00","58,058.00","58,409.90","57,635.80",512.93K,0.00%
2/12/2020,"58,058.00","57,846.90","59,043.20","57,495.00",830.15K,1.23%
2/11/2020,"57,354.30","57,706.10","57,846.90","57,354.30",540.33K,0.00%
2/10/2020,"57,354.30","57,706.10","57,987.60","57,002.40",740.60K,-1.33%
2/7/2020,"58,128.40","59,113.60","59,113.60","57,917.20",1.00M,-1.55%
2/6/2020,"59,043.20","58,198.70","59,113.60","58,128.40",782.45K,1.45%
2/5/2020,"58,198.70","59,324.70","59,747.00","58,128.40",865.15K,-1.55%
2/4/2020,"59,113.60","58,409.90","59,395.10","58,058.00",1.08M,1.45%
2/3/2020,"58,269.10","56,298.70","59,113.60","56,017.20",1.91M,-1.78%
1/31/2020,"59,324.70","61,224.80","62,139.60","59,113.60",2.78M,-3.88%
1/30/2020,"61,717.40","63,758.20","63,899.00","59,958.10",1.73M,-3.94%
1/22/2020,"64,250.80","64,039.70","64,673.10","63,617.50",937.05K,0.33%
1/21/2020,"64,039.70","65,025.00","65,095.30","64,039.70",829.89K,-1.09%
1/20/2020,"64,743.50","64,039.70","65,025.00","64,039.70",1.09M,1.43%
1/17/2020,"63,828.60","63,336.00","63,969.40","63,124.90",984.32K,0.89%
1/16/2020,"63,265.60","63,547.10","63,758.20","63,054.50",839.05K,-0.11%
1/15/2020,"63,336.00","62,350.80","63,758.20","62,280.40",1.57M,1.24%
1/14/2020,"62,561.90","62,561.90","62,632.30","62,210.00",580.75K,-0.11%
1/13/2020,"62,632.30","62,210.00","62,913.80","61,998.90",949.32K,0.57%
1/10/2020,"62,280.40","60,872.90","62,421.10","60,872.90",2.22M,2.67%
1/9/2020,"60,661.80","60,591.40","61,295.20","60,239.60",751.12K,1.29%
1/8/2020,"59,887.70","61,224.80","61,295.20","59,184.00",1.27M,-2.07%
1/7/2020,"61,154.40","60,521.10","61,224.80","59,817.30",768.41K,1.28%
1/6/2020,"60,380.30","61,013.70","61,787.80","60,380.30",923.16K,-1.15%
1/3/2020,"61,084.00","61,858.20","62,069.30","60,591.40",879.83K,-0.69%
1/2/2020,"61,506.30","60,872.90","61,647.00","60,521.10",869.05K,1.63%
12/31/2019,"60,521.10","60,732.20","61,154.40","60,239.60",498.73K,-0.58%
12/30/2019,"60,872.90","61,224.80","61,858.20","60,872.90",989.28K,0.00%
12/27/2019,"60,872.90","60,239.60","60,872.90","59,817.30",631.67K,1.05%
12/26/2019,"60,239.60","60,169.20","61,013.70","59,817.30",1.55M,0.12%
12/25/2019,"60,169.20","59,606.20","60,380.30","59,324.70",963.11K,1.18%
12/24/2019,"59,465.50","59,817.30","59,817.30","59,184.00",463.44K,-0.24%
12/23/2019,"59,606.20","58,198.70","59,747.00","58,198.70",1.34M,2.29%
12/20/2019,"58,269.10","57,635.80","58,269.10","57,424.60",268.19K,1.59%
12/19/2019,"57,354.30","57,002.40","57,565.40","56,932.00",343.72K,0.74%
12/18/2019,"56,932.00","57,706.10","58,198.70","56,861.60",450.24K,-1.58%
12/17/2019,"57,846.90","58,972.80","58,972.80","57,706.10",403.60K,-1.67%
12/16/2019,"58,832.10","58,621.00","58,902.50","58,058.00",406.12K,0.12%
12/13/2019,"58,761.70","59,113.60","59,254.30","58,339.50",374.80K,-0.60%
12/12/2019,"59,113.60","59,184.00","59,465.50","58,972.80",294.37K,-0.12%
12/11/2019,"59,184.00","58,409.90","59,395.10","58,128.40",622.63K,1.57%
12/10/2019,"58,269.10","57,846.90","58,480.20","57,635.80",465.88K,0.73%
12/9/2019,"57,846.90","57,846.90","58,198.70","57,565.40",306.36K,0.00%
12/6/2019,"57,846.90","57,706.10","57,917.20","57,424.60",225.16K,0.24%
12/5/2019,"57,706.10","57,846.90","58,058.00","57,635.80",255.16K,-0.49%
12/4/2019,"57,987.60","56,720.90","57,987.60","56,720.90",378.31K,1.73%
12/3/2019,"57,002.40","55,594.90","57,002.40","55,243.10",579.68K,1.25%
12/2/2019,"56,298.70","57,565.40","57,565.40","56,298.70",453.13K,-1.48%
11/29/2019,"57,143.10","57,072.80","57,354.30","56,298.70",351.65K,0.12%
11/28/2019,"57,072.80","57,917.20","58,128.40","57,002.40",618.79K,-1.46%
11/27/2019,"57,917.20","58,621.00","58,761.70","57,917.20",269.73K,-1.20%
11/26/2019,"58,621.00","58,621.00","58,761.70","58,339.50",313.48K,0.48%
11/25/2019,"58,339.50","57,424.60","58,339.50","57,283.90",417.13K,1.59%
11/22/2019,"57,424.60","58,550.60","58,761.70","57,002.40",804.84K,-1.09%
11/21/2019,"58,058.00","58,409.90","59,113.60","58,058.00",930.53K,-1.08%
11/20/2019,"58,691.40","59,606.20","59,606.20","58,691.40",410.89K,-1.30%
11/19/2019,"59,465.50","59,606.20","59,606.20","58,480.20",856.91K,0.12%
11/18/2019,"59,395.10","59,817.30","60,239.60","59,395.10",565.01K,-1.05%
11/15/2019,"60,028.40","59,676.60","60,309.90","59,676.60",542.41K,0.35%
11/14/2019,"59,817.30","60,661.80","61,154.40","59,395.10",994.28K,-1.16%
11/13/2019,"60,521.10","60,098.80","60,521.10","59,887.70",641.51K,0.82%
11/12/2019,"60,028.40","59,395.10","60,028.40","59,254.30",604.17K,0.71%
11/11/2019,"59,606.20","60,450.70","60,450.70","59,535.80",576.72K,-1.17%
11/8/2019,"60,309.90","60,028.40","60,732.20","59,747.00",878.07K,0.59%
11/7/2019,"59,958.10","59,817.30","60,169.20","59,606.20",595.83K,0.24%
11/6/2019,"59,817.30","59,747.00","60,169.20","59,606.20",404.89K,-0.23%
11/5/2019,"59,958.10","60,521.10","60,521.10","59,747.00",692.12K,-0.47%
11/4/2019,"60,239.60","58,902.50","60,309.90","58,691.40",1.85M,2.76%
11/1/2019,"58,621.00","58,621.00","59,043.20","58,409.90",688.05K,0.00%
10/31/2019,"58,621.00","58,409.90","59,324.70","58,058.00",573.43K,0.36%
10/30/2019,"58,409.90","58,058.00","58,550.60","57,846.90",452.48K,0.48%
10/29/2019,"58,128.40","58,761.70","58,972.80","58,128.40",553.36K,-1.08%
10/28/2019,"58,761.70","58,480.20","59,254.30","58,480.20",593.84K,0.36%
10/25/2019,"58,550.60","58,972.80","59,324.70","58,409.90",798.31K,-0.60%
10/24/2019,"58,902.50","58,550.60","58,972.80","58,269.10",872.36K,1.09%
10/23/2019,"58,269.10","58,761.70","58,902.50","58,198.70",306.36K,-0.24%
10/22/2019,"58,409.90","57,706.10","58,550.60","57,213.50",1.01M,1.22%
10/21/2019,"57,706.10","57,987.60","57,987.60","57,002.40",589.67K,-0.49%
10/18/2019,"57,987.60","58,761.70","58,761.70","57,776.50",611.64K,-0.36%
10/17/2019,"58,198.70","57,917.20","58,480.20","57,776.50",930.35K,0.98%
10/16/2019,"57,635.80","56,298.70","57,635.80","56,017.20",842.03K,2.38%
10/15/2019,"56,298.70","56,298.70","56,580.20","56,087.50",191.55K,0.00%
10/14/2019,"56,298.70","56,439.40","56,932.00","55,946.80",271.55K,0.00%
10/11/2019,"56,298.70","55,665.30","56,580.20","55,665.30",270.44K,1.14%
10/10/2019,"55,665.30","55,665.30","56,017.20","55,665.30",286.35K,0.00%
10/9/2019,"55,665.30","56,228.30","56,228.30","55,665.30",341.87K,-0.75%
10/8/2019,"56,087.50","55,594.90","56,157.90","55,594.90",267.20K,0.89%
10/7/2019,"55,594.90","56,509.80","56,509.80","55,594.90",534.76K,-1.62%
10/4/2019,"56,509.80","56,861.60","57,072.80","56,509.80",404.92K,-0.74%
10/3/2019,"56,932.00","56,720.90","57,283.90","56,157.90",468.80K,0.37%
10/2/2019,"56,720.90","55,946.80","57,213.50","55,946.80",612.75K,1.38%
10/1/2019,"55,946.80","56,580.20","56,580.20","55,946.80",806.19K,-1.12%
9/30/2019,"56,580.20","57,072.80","57,283.90","56,298.70",583.80K,-0.86%
9/27/2019,"57,072.80","56,791.30","57,495.00","56,791.30",408.45K,0.50%
9/26/2019,"56,791.30","57,706.10","57,846.90","56,298.70",1.42M,-1.71%
9/25/2019,"57,776.50","57,846.90","58,198.70","57,424.60",1.05M,-1.08%
9/24/2019,"58,409.90","58,761.70","58,761.70","58,339.50",406.48K,-0.60%
9/23/2019,"58,761.70","59,254.30","59,676.60","58,409.90",602.40K,-0.36%
9/20/2019,"58,972.80","58,198.70","59,465.50","58,198.70",1.23M,1.33%
9/19/2019,"58,198.70","57,776.50","58,339.50","57,495.00",536.79K,0.36%
9/18/2019,"57,987.60","57,846.90","58,761.70","57,635.80",819.03K,0.49%
9/17/2019,"57,706.10","58,058.00","58,058.00","57,424.60",535.92K,-0.36%
9/16/2019,"57,917.20","58,198.70","58,409.90","57,776.50",561.28K,0.37%
9/13/2019,"57,706.10","56,650.50","58,269.10","56,298.70",1.22M,1.99%
9/12/2019,"56,580.20","56,650.50","56,720.90","55,946.80",555.37K,0.63%
9/11/2019,"56,228.30","55,102.30","56,228.30","54,891.20",539.08K,2.30%
9/10/2019,"54,961.60","56,439.40","56,439.40","54,961.60",1.00M,-2.86%
9/9/2019,"56,580.20","57,002.40","57,002.40","56,017.20",936.80K,-0.74%
9/6/2019,"57,002.40","57,424.60","57,424.60","56,650.50",735.53K,-0.49%
9/5/2019,"57,283.90","58,058.00","58,409.90","57,213.50",445.32K,-1.33%
9/4/2019,"58,058.00","57,987.60","58,198.70","57,354.30",580.96K,0.12%
9/3/2019,"57,987.60","57,846.90","58,621.00","57,776.50",478.55K,0.24%
8/30/2019,"57,846.90","57,706.10","58,128.40","57,354.30",461.01K,0.37%
8/29/2019,"57,635.80","57,002.40","57,987.60","56,650.50",738.76K,0.61%
8/28/2019,"57,283.90","58,691.40","58,691.40","57,283.90",1.08M,-2.16%
8/27/2019,"58,550.60","58,972.80","59,676.60","58,269.10",801.71K,-0.72%
8/26/2019,"58,972.80","59,676.60","60,309.90","58,761.70",1.28M,1.21%
8/23/2019,"58,269.10","58,621.00","58,832.10","57,987.60",1.30M,-0.84%
8/22/2019,"58,761.70","60,239.60","60,239.60","58,761.70",1.61M,-2.45%
8/21/2019,"60,239.60","60,802.60","61,365.50","60,169.20",1.18M,-0.23%
8/20/2019,"60,380.30","59,817.30","60,450.70","59,043.20",1.14M,1.06%
8/19/2019,"59,747.00","60,591.40","61,154.40","59,113.60",1.30M,-1.28%
8/16/2019,"60,521.10","61,435.90","62,843.40","60,521.10",1.90M,-0.69%
8/15/2019,"60,943.30","59,887.70","61,506.30","59,747.00",1.18M,1.05%
8/14/2019,"60,309.90","60,872.90","61,154.40","59,676.60",1.01M,-1.49%
8/13/2019,"61,224.80","60,661.80","61,858.20","60,450.70",1.32M,1.52%
8/12/2019,"60,309.90","59,395.10","60,732.20","59,395.10",1.09M,1.78%
8/9/2019,"59,254.30","59,606.20","60,450.70","58,972.80",1.14M,-0.71%
8/8/2019,"59,676.60","61,506.30","61,717.40","59,676.60",1.57M,-2.08%
8/7/2019,"60,943.30","58,972.80","60,943.30","58,761.70",1.39M,3.34%
8/6/2019,"58,972.80","55,946.80","59,395.10","55,946.80",1.91M,3.84%
8/5/2019,"56,791.30","56,650.50","57,354.30","56,298.70",1.05M,0.37%
8/2/2019,"56,580.20","54,539.30","56,580.20","54,328.20",1.61M,2.81%
8/1/2019,"55,031.90","53,835.60","55,454.20","53,483.70",943.56K,1.82%
7/31/2019,"54,046.70","53,694.80","54,187.50","53,624.50",396.00K,0.66%
7/30/2019,"53,694.80","54,680.10","54,750.40","53,694.80",674.20K,-1.93%
7/29/2019,"54,750.40","55,031.90","55,031.90","53,906.00",538.35K,-0.51%
7/26/2019,"55,031.90","54,891.20","55,172.70","54,539.30",613.91K,0.00%
7/25/2019,"55,031.90","53,976.30","55,313.40","53,554.10",1.11M,1.96%
7/24/2019,"53,976.30","54,328.20","54,609.70","53,835.60",761.65K,-1.03%
7/23/2019,"54,539.30","53,624.50","54,750.40","53,554.10",870.83K,1.71%
7/22/2019,"53,624.50","51,187.00","53,624.50","51,047.70",1.66M,4.05%
7/19/2019,"51,535.20","51,117.30","52,092.30","50,838.80",590.79K,0.95%
7/18/2019,"51,047.70","51,535.20","51,535.20","50,978.10",691.09K,-1.21%
7/17/2019,"51,674.50","51,953.00","52,162.00","51,674.50",401.83K,-0.67%
7/16/2019,"52,022.70","52,022.70","52,719.10","52,022.70",637.61K,0.40%
7/15/2019,"51,813.80","51,256.60","51,953.00","51,256.60",605.17K,1.09%
7/12/2019,"51,256.60","50,838.80","51,535.20","50,769.10",494.13K,0.82%
7/11/2019,"50,838.80","50,978.10","51,256.60","50,838.80",422.37K,0.00%
7/10/2019,"50,838.80","51,256.60","51,535.20","50,838.80",662.84K,-0.82%
7/9/2019,"51,256.60","51,187.00","51,535.20","51,187.00",235.24K,-0.14%
7/8/2019,"51,326.30","51,883.40","51,883.40","51,047.70",301.77K,-1.07%
7/5/2019,"51,883.40","52,162.00","52,231.60","51,674.50",296.07K,0.00%
7/4/2019,"51,883.40","51,535.20","52,092.30","51,465.50",453.39K,1.09%
7/3/2019,"51,326.30","52,092.30","52,092.30","51,326.30",367.56K,-1.47%
7/2/2019,"52,092.30","51,744.10","52,162.00","51,535.20",554.87K,0.67%
7/1/2019,"51,744.10","50,978.10","51,813.80","50,908.40",550.20K,1.78%
6/28/2019,"50,838.80","50,142.30","50,838.80","50,003.10",514.09K,1.39%
6/27/2019,"50,142.30","50,769.10","50,978.10","50,142.30",352.88K,-1.10%
6/26/2019,"50,699.50","50,490.60","50,978.10","50,490.60",324.45K,0.14%
6/25/2019,"50,629.80","51,326.30","51,395.90","50,560.20",476.00K,-1.22%
6/24/2019,"51,256.60","51,535.20","51,883.40","51,256.60",345.48K,-0.81%
6/21/2019,"51,674.50","51,674.50","52,231.60","51,465.50",445.60K,0.68%
6/20/2019,"51,326.30","50,142.30","51,604.80","50,142.30",792.88K,2.65%
6/19/2019,"50,003.10","50,142.30","50,490.60","49,863.80",344.48K,0.42%
6/18/2019,"49,794.10","50,281.60","50,838.80","49,445.90",615.99K,-0.97%
6/17/2019,"50,281.60","51,674.50","51,883.40","50,281.60",635.71K,-2.70%
6/14/2019,"51,674.50","52,022.70","52,649.50","51,604.80",404.67K,-0.67%
6/13/2019,"52,022.70","53,067.30","53,137.00","52,022.70",706.27K,-2.61%
6/12/2019,"53,415.50","54,320.90","54,669.10","53,415.50",1.13M,-2.79%
6/11/2019,"54,947.70","54,878.00","55,226.20","54,529.80",576.53K,0.13%
6/10/2019,"54,878.00","55,295.90","55,435.10","54,738.70",466.92K,0.00%
6/7/2019,"54,878.00","53,903.00","54,878.00","53,694.10",463.59K,2.34%
6/6/2019,"53,624.50","54,111.90","54,111.90","53,067.30",403.76K,0.00%
6/5/2019,"53,624.50","53,972.70","54,599.40","53,624.50",667.68K,1.75%
6/4/2019,"52,701.70","52,649.50","53,432.90","52,649.50",864.09K,0.10%
6/3/2019,"52,649.50","53,589.60","53,798.60","52,492.80",1.07M,-2.23%
5/31/2019,"53,850.80","55,365.50","55,470.00","53,850.80",1.40M,-2.92%
5/30/2019,"55,470.00","55,731.10","56,149.00","55,470.00",585.97K,-0.47%
5/29/2019,"55,731.10","56,723.50","56,723.50","55,365.50",695.86K,-1.48%
5/28/2019,"56,566.80","55,626.70","56,880.20","55,626.70",764.07K,2.17%
5/27/2019,"55,365.50","55,626.70","56,357.90","55,365.50",910.83K,-1.40%
5/24/2019,"56,149.00","56,723.50","57,611.50","56,149.00",1.04M,-1.83%
5/23/2019,"57,193.60","56,149.00","57,193.60","55,522.20",1.19M,1.96%
5/22/2019,"56,096.70","55,574.40","56,932.50","55,574.40",1.13M,0.94%
5/21/2019,"55,574.40","56,410.10","56,462.40","55,365.50",800.84K,-1.30%
5/20/2019,"56,305.70","53,646.80","56,305.70","53,334.00",2.25M,5.37%
5/17/2019,"53,438.20","53,698.90","53,698.90","53,334.00",436.60K,-0.39%
5/16/2019,"53,646.80","53,751.10","54,011.70","53,646.80",643.13K,0.39%
5/15/2019,"53,438.20","52,656.20","53,594.70","52,604.10",1.87M,1.59%
5/14/2019,"52,604.10","52,604.10","52,916.90","52,395.60",443.36K,0.10%
5/13/2019,"52,552.00","52,395.60","52,552.00","52,291.30",283.29K,0.30%
5/10/2019,"52,395.60","52,395.60","52,656.20","51,926.30",325.37K,0.70%
5/9/2019,"52,030.60","52,447.70","52,812.60","51,874.20",632.76K,-1.19%
5/8/2019,"52,656.20","52,239.10","52,969.00","52,239.10",356.64K,-0.59%
5/7/2019,"52,969.00","53,177.60","53,229.70","52,604.10",300.50K,-0.29%
5/6/2019,"53,125.40","52,812.60","53,177.60","52,134.90",769.19K,-0.78%
5/3/2019,"53,542.50","53,698.90","54,324.50","53,490.40",656.43K,-0.29%
5/2/2019,"53,698.90","52,291.30","53,698.90","52,239.10",1.08M,2.90%
4/26/2019,"52,187.00","51,769.90","52,239.10","51,613.50",345.78K,0.81%
4/25/2019,"51,769.90","52,030.60","52,134.90","51,665.70",125.19K,-0.70%
4/24/2019,"52,134.90","52,239.10","52,239.10","51,926.30",221.08K,0.20%
4/23/2019,"52,030.60","51,352.90","52,134.90","51,352.90",564.89K,1.32%
4/22/2019,"51,352.90","51,092.20","51,352.90","50,623.00",676.28K,0.82%
4/19/2019,"50,935.80","50,727.20","51,352.90","50,727.20",253.01K,0.41%
4/18/2019,"50,727.20","51,717.80","51,717.80","50,727.20",347.47K,-1.92%
4/17/2019,"51,717.80","51,509.30","52,239.10","51,457.10",433.78K,0.51%
4/16/2019,"51,457.10","51,717.80","51,822.10","51,352.90",465.03K,-0.90%
4/12/2019,"51,926.30","51,822.10","52,134.90","51,822.10",196.98K,-0.60%
4/11/2019,"52,239.10","52,604.10","52,604.10","52,082.70",92.07K,0.30%
4/10/2019,"52,082.70","52,656.20","52,864.80","52,030.60",453.42K,-1.67%
4/9/2019,"52,969.00","53,125.40","54,063.90","52,969.00",1.12M,0.30%
4/8/2019,"52,812.60","52,656.20","52,864.80","52,239.10",406.95K,0.80%
4/5/2019,"52,395.60","53,125.40","53,125.40","52,395.60",450.63K,-0.49%
4/4/2019,"52,656.20","51,769.90","52,656.20","51,352.90",903.96K,2.02%
4/3/2019,"51,613.50","52,134.90","52,134.90","51,561.40",287.16K,-0.70%
4/2/2019,"51,978.50","52,604.10","52,604.10","51,717.80",204.14K,-0.60%
4/1/2019,"52,291.30","51,874.20","52,395.60","51,717.80",353.17K,0.80%
3/29/2019,"51,874.20","51,926.30","52,239.10","51,561.40",306.86K,-0.10%
3/28/2019,"51,926.30","51,665.70","52,082.70","51,665.70",168.64K,-0.30%
3/27/2019,"52,082.70","52,030.60","52,395.60","51,874.20",228.23K,0.20%
3/26/2019,"51,978.50","51,978.50","52,604.10","51,665.70",270.95K,0.00%
3/25/2019,"51,978.50","52,134.90","52,656.20","51,613.50",468.48K,-2.45%
3/22/2019,"53,281.80","52,395.60","53,438.20","51,717.80",836.55K,1.69%
3/21/2019,"52,395.60","52,916.90","53,490.40","52,395.60",499.57K,-0.99%
